instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
Saint Luke's College of Health Sciences,Kansas City,MO,Bachelor Degree,Plains,City: Large,NA,NA,478,NA,NA,NA,NA,19929,21680,0.914814815
St Louis College of Health Careers-St Louis,Saint Louis,MO,Certificate Degree,Plains,City: Large,NA,NA,258,NA,30893,NA,NA,9500,9668,0.924836601
State Fair Community College,Sedalia,MO,Associate Degree,Plains,Town: Remote,NA,NA,3517,9595,NA,2880,5640,6000,10500,0.631240545
Stephens College,Columbia,MO,Bachelor Degree,Plains,City: Midsize,0.5311,22,647,44234,NA,30344,30344,15811.5,25436,NA
Southeast Missouri State University,Cape Girardeau,MO,Bachelor Degree,Plains,City: Small,0.8455,23,8910,18567,NA,7185,12720,13485,22185,0.595410005
Missouri State University-Springfield,Springfield,MO,Bachelor Degree,Plains,City: Midsize,0.8404,24,17371,20482,NA,7306,14746,14750,22424,0.610305958
Three Rivers College,Poplar Bluff,MO,Certificate Degree,Plains,Town: Remote,NA,NA,2672,15499,NA,3810,6390,7498,10500,0.639071176
North Central Missouri College,Trenton,MO,Associate Degree,Plains,Town: Remote,NA,NA,1171,13864,NA,3510,6210,7245.5,10500,0.700564972
Kansas City University of Medicine and Biosciences,Kansas City,MO,Entirely Graduate Degree,Plains,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington University in St Louis,Saint Louis,MO,Bachelor Degree,Plains,Suburb: Large,0.1596,33,7253,69754,NA,51533,51533,18500,19500,0.534246575
Webster University,Saint Louis,MO,Bachelor Degree,Plains,Suburb: Large,0.5356,24,2954,41764,NA,27100,27100,17436,23225.5,0.604387827
Westminster College,Fulton,MO,Bachelor Degree,Plains,Town: Distant,0.9014,24,764,38279,NA,25940,25940,19000,26000,0.455555556
William Jewell College,Liberty,MO,Bachelor Degree,Plains,Suburb: Large,0.4763,26,928,46532,NA,33620,33620,20000,25000,0.595744681
William Woods University,Fulton,MO,Bachelor Degree,Plains,Town: Distant,0.7486,23,919,37412,NA,23260,23260,13902,20545,0.731462926
Academy of Cosmetology,Bozeman,MT,Certificate Degree,Rocky Mountains,Town: Remote,NA,NA,31,NA,15663,NA,NA,NA,NA,NA
Blackfeet Community College,Browning,MT,Associate Degree,Rocky Mountains,Rural: Fringe,NA,NA,372,11960,NA,3493,3493,NA,NA,0.557446809
Butte Academy of Beauty Culture,Butte,MT,Certificate Degree,Rocky Mountains,Town: Remote,NA,NA,37,NA,13773,NA,NA,6827,7924.5,NA
Highlands College of Montana Tech,Butte,MT,Associate Degree,Rocky Mountains,Town: Remote,NA,NA,456,13361,NA,3351,8974,11955,19500,0.394348894
Crevier's Academy of Cosmetology Arts,Kalispell,MT,Certificate Degree,Rocky Mountains,Town: Remote,NA,NA,69,NA,10290,NA,NA,10224.5,12151,NA
Carroll College,Helena,MT,Bachelor Degree,Rocky Mountains,Town: Remote,0.7781,25,1309,47099,NA,34480,34480,21500,26582.5,0.603846154
Dawson Community College,Glendive,MT,Associate Degree,Rocky Mountains,Town: Remote,NA,NA,243,14143,NA,3720,7770,6184,10785,0.587570622
Chief Dull Knife College,Lame Deer,MT,Associate Degree,Rocky Mountains,Rural: Remote,NA,NA,126,11187,NA,2260,2260,NA,NA,0.517241379
Montana State University Billings,Billings,MT,Bachelor Degree,Rocky Mountains,City: Midsize,NA,NA,3478,16736,NA,5833,18723,9250,17955,0.632599581
Flathead Valley Community College,Kalispell,MT,Associate Degree,Rocky Mountains,Rural: Fringe,NA,NA,1538,12945,NA,4638,11778,6500,9200,0.59178744
Aaniiih Nakoda College,Harlem,MT,Associate Degree,Rocky Mountains,Rural: Remote,NA,NA,122,13157,NA,2410,2410,NA,NA,0.505494506
Fort Peck Community College,Poplar,MT,Associate Degree,Rocky Mountains,Town: Remote,NA,NA,295,9250,NA,2250,2250,NA,NA,0.552941177
Great Falls College Montana State University,Great Falls,MT,Associate Degree,Rocky Mountains,City: Small,NA,NA,1228,13062,NA,3255,9819,7791,NA,0.672782875
University of Providence,Great Falls,MT,Bachelor Degree,Rocky Mountains,City: Small,0.616,NA,923,34712,NA,24440,24440,16750,26000,0.565217391
Helena College University of Montana,Helena,MT,Associate Degree,Rocky Mountains,Town: Remote,NA,NA,903,14627,NA,3229,8789,9000,16125,0.5488
Little Big Horn College,Crow Agency,MT,Associate Degree,Rocky Mountains,Rural: Remote,NA,NA,193,10485,NA,3200,3200,NA,NA,0.539007092
Miles Community College,Miles City,MT,Associate Degree,Rocky Mountains,Town: Remote,NA,NA,389,12366,NA,4125,8595,7250,12000,0.597069597
Montana Technological University,Butte,MT,Bachelor Degree,Rocky Mountains,Town: Remote,0.9238,25,1640,18433,NA,7125,21956,11955,19500,0.394348894
Montana State University,Bozeman,MT,Bachelor Degree,Rocky Mountains,Town: Remote,0.8311,25,14383,19980,NA,7079,24071,13000,23505,0.492807234
The University of Montana,Missoula,MT,Bachelor Degree,Rocky Mountains,City: Small,0.9264,24,8958,18490,NA,7063,24943,14250,22977,0.554015171
Montana State University-Northern,Havre,MT,Bachelor Degree,Rocky Mountains,Town: Remote,1,NA,1062,15326,NA,5861,18171,9500,15882.5,0.459084605
Rocky Mountain College,Billings,MT,Bachelor Degree,Rocky Mountains,City: Midsize,0.6438,23,884,37687,NA,27566,27566,17750,26000,0.517311609
Salish Kootenai College,Pablo,MT,Associate Degree,Rocky Mountains,Rural: Distant,NA,NA,739,13665,NA,4311,11583,7500,11341,0.57173913
The University of Montana-Western,Dillon,MT,Bachelor Degree,Rocky Mountains,Town: Remote,0.6074,19,1397,16461,NA,5502,16716,11465,22575,0.634300126
La'James International College,Fremont,NE,Certificate Degree,Plains,Town: Distant,NA,NA,17,NA,20955,NA,NA,10000,NA,NA
Bellevue University,Bellevue,NE,Bachelor Degree,Plains,Suburb: Large,NA,NA,5665,16865,NA,7752,7752,13150,19271,0.594844679
Clarkson College,Omaha,NE,Bachelor Degree,Plains,City: Large,0.6207,23,678,28645,NA,16290,16290,21000,24750,0.864559819
Bryan College of Health Sciences,Lincoln,NE,Bachelor Degree,Plains,City: Large,0.5234,23,552,26646,NA,15190,15190,23479,25873,0.920502092
Central Community College,Grand Island,NE,Certificate Degree,Plains,City: Small,NA,NA,3743,11693,NA,3000,4320,3500,5500,0.576500423
Chadron State College,Chadron,NE,Bachelor Degree,Plains,Town: Remote,NA,NA,1916,19528,NA,7122,7152,9500,18500,0.577861163
College of Hair Design-Downtown,Lincoln,NE,Certificate Degree,Plains,City: Large,NA,NA,88,NA,12604,NA,NA,12503,14499,0.711790393
Concordia University-Nebraska,Seward,NE,Bachelor Degree,Plains,Town: Distant,0.7495,24,1233,39667,NA,31000,31000,15154.5,24781.5,0.488448845
Creighton University,Omaha,NE,Bachelor Degree,Plains,City: Large,0.7201,28,4212,51590,NA,38750,38750,23000,25300,0.610714286
Doane University-Arts & Sciences,Crete,NE,Bachelor Degree,Plains,Town: Distant,0.6518,23,1068,44554,NA,32250,32250,17000,23862.5,0.556331007
Grace University,Omaha,NE,Bachelor Degree,Plains,City: Large,0.4591,20,220,33190,NA,23030,23030,12838.5,19500,0.584269663
Hastings College,Hastings,NE,Bachelor Degree,Plains,Town: Distant,0.6833,23,1082,41063,NA,29200,29200,15000,26500,0.465930018
CHI Health School of Radiologic Technology,Omaha,NE,Associate Degree,Plains,City: Large,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
Joseph's College Cosmetology,Lincoln,NE,Certificate Degree,Plains,City: Large,NA,NA,202,NA,21360,NA,NA,11950,14305.5,0.948979592
University of Nebraska at Kearney,Kearney,NE,Bachelor Degree,Plains,Town: Distant,0.8175,22,4440,21605,NA,7294,13194,13000,20980,0.618660287
Purdue University Global-Lincoln,Lincoln,NE,Bachelor Degree,Plains,City: Large,NA,NA,235,NA,NA,15352,15352,12638,28018.5,0.796749238
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,Bachelor Degree,Plains,City: Large,0.6818,23,861,26226,NA,15980,15980,19166.5,23437,0.899253731
Metropolitan Community College Area,Omaha,NE,Associate Degree,Plains,City: Large,NA,NA,7107,10251,NA,2970,4568,3378,6924.5,0.583781778
Mid-Plains Community College,North Platte,NE,Associate Degree,Plains,Town: Remote,NA,NA,1205,10895,NA,3120,3930,5500,8466,0.562217195
Midland University,Fremont,NE,Bachelor Degree,Plains,Town: Distant,0.643,21,1211,41473,NA,31630,31630,14985,27000,0.425948592
Nebraska Christian College of Hope International University,Papillion,NE,Bachelor Degree,Plains,Rural: Fringe,0.4416,19,146,28750,NA,16830,16830,15500,25624.5,0.54368932
University of Nebraska at Omaha,Omaha,NE,Bachelor Degree,Plains,City: Large,0.8653,23,12424,17935,NA,7630,20320,12354,19500,0.560827251
Purdue University Global-Omaha,Omaha,NE,Bachelor Degree,Plains,City: Large,NA,NA,355,23836,NA,15352,15352,12638,28018.5,0.796749238
Nebraska Indian Community College,Macy,NE,Associate Degree,Plains,Rural: Distant,NA,NA,126,17832,NA,4080,4080,NA,NA,0.567567568
University of Nebraska Medical Center,Omaha,NE,Bachelor Degree,Plains,City: Large,NA,NA,849,NA,NA,NA,NA,15000,15000,0.866877972
Nebraska Wesleyan University,Lincoln,NE,Bachelor Degree,Plains,City: Large,0.7126,25,1748,43262,NA,32894,32894,17225,24491,0.574115044
University of Nebraska-Lincoln,Lincoln,NE,Bachelor Degree,Plains,City: Large,0.6438,26,20954,23278,NA,8978,24098,13875,21787.5,0.525061037
Northeast Community College,Norfolk,NE,Associate Degree,Plains,Town: Remote,NA,NA,2693,12740,NA,3405,4545,5700,10261.5,0.5399137
Peru State College,Peru,NE,Bachelor Degree,Plains,Rural: Distant,NA,NA,1388,18089,NA,7260,7260,12161,21573,0.540476191
Summit Christian College,Gering,NE,Bachelor Degree,Plains,Town: Remote,0.4,20,25,14741,NA,6560,6560,NA,NA,NA
College of Saint Mary,Omaha,NE,Bachelor Degree,Plains,City: Large,0.5608,NA,780,40604,NA,19950,19950,21000,26692.5,NA
Southeast Community College Area,Lincoln,NE,Associate Degree,Plains,City: Large,NA,NA,6250,11480,NA,3570,4182,4818,10024,0.511116153
Union College,Lincoln,NE,Bachelor Degree,Plains,City: Large,0.5995,23,747,33890,NA,23070,23070,17588.5,27000,0.62962963
Nebraska College of Technical Agriculture,Curtis,NE,Associate Degree,Plains,Rural: Remote,NA,NA,260,16055,NA,5062,5062,13875,21787.5,0.525061037
Wayne State College,Wayne,NE,Bachelor Degree,Plains,Town: Distant,NA,NA,2610,17371,NA,6848,11986,11330,19921.5,0.575362319
Western Nebraska Community College,Scottsbluff,NE,Associate Degree,Plains,Town: Remote,NA,NA,1186,12248,NA,2760,2928,4400.5,6687,0.578294574
York College,York,NE,Bachelor Degree,Plains,Town: Remote,0.4849,21,428,26750,NA,18760,18760,15000,26000,0.402489627
Academy of Hair Design-Las Vegas,Las Vegas,NV,Certificate Degree,Far West,City: Large,NA,NA,239,NA,20254,NA,NA,8553,9500,0.916216216
Career College of Northern Nevada,Sparks,NV,Associate Degree,Far West,Suburb: Large,NA,NA,401,NA,21100,NA,NA,9500,12953,0.443396226
College of Southern Nevada,Las Vegas,NV,Associate Degree,Far West,City: Large,NA,NA,28959,11628,NA,3285,10063,4972,9636,0.614723622
The Art Institute of Las Vegas,Henderson,NV,Bachelor Degree,Far West,City: Large,NA,NA,683,26039,NA,17410,17410,16475,22999,0.677497162
Las Vegas College,Henderson,NV,Certificate Degree,Far West,City: Large,NA,NA,272,26356,NA,12510,12510,9500,10724,0.715758468
University of Nevada-Las Vegas,Las Vegas,NV,Bachelor Degree,Far West,City: Midsize,0.8107,22,24783,16964,NA,7665,21853,12500,18500,0.596626288
University of Nevada-Reno,Reno,NV,Bachelor Degree,Far West,City: Midsize,0.8803,24,17930,21142,NA,7599,21788,12000,18280,0.56378249
Great Basin College,Elko,NV,Certificate Degree,Far West,Town: Remote,NA,NA,1981,14477,NA,3015,9793,8242.5,9732,0.663434903
Sierra Nevada College,Incline Village,NV,Bachelor Degree,Far West,Town: Distant,0.6898,22,433,46757,NA,32639,32639,15000,21550,0.481481482
Truckee Meadows Community College,Reno,NV,Associate Degree,Far West,City: Midsize,NA,NA,7859,12088,NA,3075,9853,6500,10000,0.574598839
Western Nevada College,Carson City,NV,Associate Degree,Far West,City: Small,NA,NA,3000,14584,NA,3045,9823,9000,13872,0.585563666
Colby-Sawyer College,New London,NH,Bachelor Degree,New England,Rural: Distant,0.8727,NA,963,55476,NA,41186,41186,26000,27000,0.719298246
Continental Academie of Hair Design-Hudson,Hudson,NH,Certificate Degree,New England,Suburb: Midsize,NA,NA,32,NA,17223,NA,NA,9075,NA,NA
Dartmouth College,Hanover,NH,Bachelor Degree,New England,Town: Remote,0.1045,32,4315,69474,NA,53368,53368,12000,14819,0.524058577
Empire Beauty School-Laconia,Laconia,NH,Certificate Degree,New England,Town: Distant,NA,NA,71,NA,14332,NA,NA,6333,9000,0.903790088
Empire Beauty School-Somersworth,Somersworth,NH,Certificate Degree,New England,Suburb: Small,NA,NA,122,NA,14965,NA,NA,6333,9763,0.917475728
Franklin Pierce University,Rindge,NH,Bachelor Degree,New England,Rural: Fringe,0.7643,NA,1710,50050,NA,34995,34995,14423,27000,0.542266187
University of New Hampshire-School of Law,Concord,NH,Entirely Graduate Degree,New England,Town: Fringe,NA,NA,NA,NA,NA,NA,NA,23000,27000,0.557601955
Keene Beauty Academy,Keene,NH,Certificate Degree,New England,Town: Distant,NA,NA,38,NA,16977,NA,NA,9833,NA,NA
Northeast Catholic College,Warner,NH,Bachelor Degree,New England,Rural: Distant,1,NA,70,32956,NA,24000,24000,10250,15000,0.607843137
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH,Certificate Degree,New England,Suburb: Midsize,NA,NA,127,NA,19321,NA,NA,8388,9833,0.923076923
New England College,Henniker,NH,Bachelor Degree,New England,Rural: Distant,0.9959,NA,1819,50138,NA,36954,36954,11000,26000,0.624742268
New England School of Hair Design,West Lebanon,NH,Certificate Degree,New England,Rural: Fringe,NA,NA,29,NA,26578,NA,NA,9833,NA,NA
Southern New Hampshire University,Manchester,NH,Bachelor Degree,New England,Suburb: Midsize,0.7805,NA,68214,49005,NA,31136,31136,6333,18347.5,0.67667104
New Hampshire Institute for Therapeutic Arts,Hudson,NH,Certificate Degree,New England,Suburb: Midsize,NA,NA,20,NA,21060,NA,NA,8180,NA,NA
University of New Hampshire-Main Campus,Durham,NH,Bachelor Degree,New England,Suburb: Small,0.7651,26,12847,31835,NA,18067,32637,23000,27000,0.557601955
Keene State College,Keene,NH,Bachelor Degree,New England,Town: Distant,0.8267,21,3688,26095,NA,13868,22614,21000,26000,0.566523605
University of New Hampshire at Manchester,Manchester,NH,Bachelor Degree,New England,City: Midsize,0.6056,NA,711,20305,NA,14850,29420,23000,27000,0.557601955
Plymouth State University,Plymouth,NH,Bachelor Degree,New England,Town: Remote,0.7879,NA,4072,27316,NA,13770,22230,17000,26979,0.535545024
NHTI-Concord's Community College,Concord,NH,Associate Degree,New England,Town: Fringe,NA,NA,3309,20060,NA,7424,16000,8250,15275,0.550630161
White Mountains Community College,Berlin,NH,Certificate Degree,New England,Town: Remote,NA,NA,622,18776,NA,7664,16240,8625,10102,0.600732601
River Valley Community College,Claremont,NH,Associate Degree,New England,Rural: Fringe,NA,NA,754,21102,NA,7175,15751,9500,16000,0.720720721
Lakes Region Community College,Laconia,NH,Associate Degree,New England,Rural: Fringe,NA,NA,763,19338,NA,6972,15548,9167,NA,0.496062992
Manchester Community College,Manchester,NH,Associate Degree,New England,City: Midsize,NA,NA,2272,17280,NA,7232,15808,8200,16000,0.578475336
Nashua Community College,Nashua,NH,Associate Degree,New England,City: Small,NA,NA,1534,16054,NA,7328,15904,6500,12000,0.547867299
Great Bay Community College,Portsmouth,NH,Associate Degree,New England,Suburb: Small,NA,NA,1616,18564,NA,7424,16000,7311.5,15000,0.588625592
Paul Mitchell the School-Portsmouth,Portsmouth,NH,Certificate Degree,New England,Suburb: Small,NA,NA,34,NA,19025,NA,NA,9833,9833,NA
Rivier University,Nashua,NH,Bachelor Degree,New England,City: Small,0.6794,NA,1408,42732,NA,31090,31090,17000,25635,0.766149871
Saint Anselm College,Manchester,NH,Bachelor Degree,New England,Suburb: Midsize,0.7605,26,1956,54867,NA,40200,40200,27000,27000,0.602853746
St Joseph School of Nursing,Nashua,NH,Associate Degree,New England,City: Small,NA,NA,121,NA,NA,22933,22933,11125,13762.5,0.867346939
Granite State College,Concord,NH,Bachelor Degree,New England,Town: Fringe,NA,NA,1676,17349,NA,7593,8505,8383.5,15270,0.754467755
Thomas More College of Liberal Arts,Merrimack,NH,Bachelor Degree,New England,Suburb: Midsize,1,NA,90,32300,NA,21000,21000,20146,26531,0.56097561
Eastwick College-Hackensack,Hackensack,NJ,Certificate Degree,Mid East,Suburb: Large,0.4116,NA,399,29349,NA,14832,14832,9891,13600,0.822018349
Atlantic Cape Community College,Mays Landing,NJ,Associate Degree,Mid East,Rural: Fringe,NA,NA,5191,14456,NA,4551,7851,5500,9500,0.583115183
Fortis Institute-Wayne,Wayne,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,599,NA,23751,NA,NA,9498,9593.5,0.652206432
Bergen Community College,Paramus,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,12933,14538,NA,4446,8338,6500,10500,0.5430837
Berkeley College-Woodland Park,Woodland Park,NJ,Bachelor Degree,Mid East,Suburb: Large,NA,NA,3342,33042,NA,25300,25300,10978,17595.5,0.726016035
Beth Medrash Govoha,Lakewood,NJ,Bachelor Degree,Mid East,City: Small,NA,NA,2629,NA,NA,NA,NA,5500,5500,NA
Bloomfield College,Bloomfield,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6398,17,1833,43059,NA,29300,29300,16750,30966.5,0.6263287
Brookdale Community College,Lincroft,NJ,Associate Degree,Mid East,Rural: Fringe,NA,NA,10843,12673,NA,4388,7911,5500,10000,0.5421436
Rowan College at Burlington County,Mount Laurel,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,8176,11425,NA,4065,6495,4750,8990,0.625071388
Caldwell University,Caldwell,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6374,20,1596,43930,NA,33950,33950,18987.5,26395,0.742532006
Camden County College,Blackwood,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,9055,9634,NA,4320,4440,5500,9524,0.585804666
Centenary University,Hackettstown,NJ,Bachelor Degree,Mid East,Suburb: Large,0.87,22,1351,46483,NA,32580,32580,19500,25000,0.654191617
Adult and Continuing Education-BCTS,Hackensack,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,78,NA,16327,NA,NA,3500,3500,0.157894737
Branford Hall Career Institute-Parsippany,Parsippany,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,44,NA,22661,NA,NA,6919,8143,0.764235764
Lincoln Technical Institute-Iselin,Iselin,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,380,NA,29154,NA,NA,9500,10572,0.762498123
American Institute-Clifton,CLIFTON,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,652,NA,17884,NA,NA,7700.5,8607,0.801634135
County College of Morris,Randolph,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,7017,13094,NA,4830,11790,5500,9000,0.504653986
Cumberland County College,Vineland,NJ,Associate Degree,Mid East,Rural: Fringe,NA,NA,3045,13140,NA,4440,8580,7978,11000,0.634520548
Divers Academy International,ERIAL,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,54,NA,36121,NA,NA,7307,NA,NA
Drew University,Madison,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6343,NA,1404,64187,NA,49468,49468,22500,26670,0.621621622
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,308,NA,19906,NA,NA,10375,12000,0.079074719
Essex County College,Newark,NJ,Associate Degree,Mid East,City: Large,NA,NA,8083,15797,NA,4995,8790,NA,NA,0.5762778
Empire Beauty School-Union,Union,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,121,NA,19682,NA,NA,8915,11709,0.933764136
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,Bachelor Degree,Mid East,Suburb: Large,0.8753,23,3391,48038,NA,39446,39446,18750,25000,0.588029402
Felician University,Lodi,NJ,Bachelor Degree,Mid East,Suburb: Large,0.7941,20,1616,46674,NA,33650,33650,19500,25000,0.732714138
Fairleigh Dickinson University-Florham Campus,Madison,NJ,Bachelor Degree,Mid East,Suburb: Large,0.839,24,2731,54839,NA,41780,41780,18750,25000,0.588029402
Hohokus School of Trade and Technical Sciences,Paterson,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,190,NA,21908,NA,NA,NA,NA,0.049853372
Georgian Court University,Lakewood,NJ,Bachelor Degree,Mid East,City: Small,0.6886,20,1447,47676,NA,32260,32260,18500,23500,0.728932584
Rowan University,Glassboro,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6942,25,15089,28787,NA,13422,21890,15000,19672,0.487541138
Rowan College at Gloucester County,Sewell,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,6186,11792,NA,4580,9320,5500,9564.5,0.575313168
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,91,NA,20278,NA,NA,7753,10689,0.934460017
Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,236,NA,23070,NA,NA,8171,9500,0.812838683
Eastwick College-Ramsey,Ramsey,NJ,Associate Degree,Mid East,Suburb: Large,0.3735,NA,768,31985,NA,16252,16252,14570,16137,0.766153846
Holy Name Medical Center-Sister Claire Tynan School of Nursing,Teaneck,NJ,Certificate Degree,Mid East,Suburb: Large,1,NA,159,37465,NA,22309,22309,13909,17900,0.864864865
Hudson County Community College,Jersey City,NJ,Associate Degree,Mid East,City: Large,NA,NA,7984,12980,NA,5508,13428,4750,9064.5,0.586008536
New Jersey City University,Jersey City,NJ,Bachelor Degree,Mid East,City: Large,0.9185,NA,6359,23239,NA,11761,21051,12500,17031.5,0.614872068
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,Certificate Degree,Mid East,Suburb: Large,0.8588,NA,96,29452,NA,20400,20400,19500,19500,0.318181818
Kean University,Union,NJ,Bachelor Degree,Mid East,Suburb: Large,0.8222,19,11761,25015,NA,12107,19009,17750,24000,0.623646209
Harris School of Business-Voorhees Campus,Voorhees,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,312,NA,22182,NA,NA,7460,8451.5,0.865326633
Lincoln Technical Institute-Union,Union,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,1224,NA,22022,NA,NA,10375,12000,0.079074719
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,286,NA,20145,NA,NA,5500,5500,0.970666667
Mercer County Community College,West Windsor,NJ,Associate Degree,Mid East,Rural: Fringe,NA,NA,6570,9794,NA,3900,7248,5000,NA,0.554149609
Middlesex County College,Edison,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,10478,13600,NA,3468,6936,5500,9000,0.5476299
Monmouth University,West Long Branch,NJ,Bachelor Degree,Mid East,Suburb: Large,0.7394,23,4683,51012,NA,36732,36732,21100,26600,0.594744122
Montclair State University,Montclair,NJ,Bachelor Degree,Mid East,Suburb: Large,0.7066,NA,16673,25517,NA,12455,20567,18500,23000,0.626289341
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,Plainfield,NJ,Certificate Degree,Mid East,Suburb: Large,0.8,NA,383,26627,NA,19719,25446,20329,21000,0.817518248
Eastwick College-Nutley,Nutley,NJ,Associate Degree,Mid East,Suburb: Large,0.3776,NA,486,24560,NA,15305,15305,9500,11939,0.612546126
New Brunswick Theological Seminary,New Brunswick,NJ,Entirely Graduate Degree,Mid East,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Fiance Beauty Schools-West New York,West New York,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,375,NA,29271,NA,NA,6333,7675,0.792838875
New Jersey Institute of Technology,Newark,NJ,Bachelor Degree,Mid East,City: Large,0.6139,27,7489,29249,NA,16898,31918,18250,23261,0.209484818
Ocean County College,Toms River,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,7141,16094,NA,4465,7735,6500,11000,0.56856084
P B Cosmetology Education Center,Gloucester,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,166,NA,17689,NA,NA,7667,7667,0.897777778
Parisian Beauty School,Hackensack,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,413,NA,35161,NA,NA,7000,7000,0.92688172
Passaic County Community College,Paterson,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,6617,15515,NA,4920,8610,3868.5,5500,0.598240469
Pennco Tech-Blackwood,Blackwood,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,652,NA,21190,NA,NA,7600,9500,0.24554295
Princeton Theological Seminary,Princeton,NJ,Entirely Graduate Degree,Mid East,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA
Princeton University,Princeton,NJ,Bachelor Degree,Mid East,Suburb: Large,0.0641,33,5246,63690,NA,47140,47140,7500,7500,0.51364366
Rabbinical College of America,Morristown,NJ,Bachelor Degree,Mid East,Suburb: Large,0.9293,NA,227,22998,NA,11100,11100,NA,NA,NA
Ramapo College of New Jersey,Mahwah,NJ,Bachelor Degree,Mid East,Suburb: Large,0.5736,24,5314,28355,NA,14080,23214,18750,22500,0.559659091
Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,164,NA,26143,NA,NA,7000,8336,0.763052209
Rider University,Lawrenceville,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6712,23,4042,55873,NA,41310,41310,20500,25827,0.597790055
Roman Academy of Beauty Culture,Hawthorne,NJ,Certificate Degree,Mid East,Suburb: Large,NA,NA,98,NA,27587,NA,NA,4750,8000,0.831460674
Rutgers University-Camden,Camden,NJ,Bachelor Degree,Mid East,City: Small,0.6933,NA,5360,25427,NA,14501,29924,19500,22250,0.553944444
Rutgers University-New Brunswick,New Brunswick,NJ,Bachelor Degree,Mid East,City: Small,0.578,NA,35296,29550,NA,14638,30579,19500,22250,0.553944444
Rutgers University-Newark,Newark,NJ,Bachelor Degree,Mid East,City: Large,0.6424,NA,8122,24719,NA,14085,30026,19500,22250,0.553944444
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,Certificate Degree,Mid East,City: Small,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
Saint Francis Medical Center School of Nursing,Trenton,NJ,Certificate Degree,Mid East,City: Small,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
Saint Peter's University,Jersey City,NJ,Bachelor Degree,Mid East,City: Large,0.9129,20,2547,44757,NA,36402,36402,16000,23800,0.63898917
Salem Community College,Carneys Point,NJ,Associate Degree,Mid East,Suburb: Large,NA,NA,896,15430,NA,4950,6450,7766.5,10500,0.628865979
Seton Hall University,South Orange,NJ,Bachelor Degree,Mid East,Suburb: Large,0.7316,26,5717,53433,NA,40588,40588,19500,25000,0.541560645
Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,Certificate Degree,Mid East,Suburb: Midsize,NA,NA,128,NA,19541,NA,NA,7330,8630,0.847389558
College of Saint Elizabeth,Morristown,NJ,Bachelor Degree,Mid East,Suburb: Large,0.6457,NA,749,49476,NA,33131,33131,14250,25000,0.790243902
